10.0
Max time: 39
Max memory: 119
test01: Accepted. Time: 0.039s
test02: Accepted. Time: 0.015s
test03: Accepted. Time: 0.016s
test04: Accepted. Time: 0.015s
test05: Accepted. Time: 0.016s
test06: Accepted. Time: 0.016s
test07: Accepted. Time: 0.016s
test08: Accepted. Time: 0.018s
test09: Accepted. Time: 0.016s
test10: Accepted. Time: 0.016s
