10.0
Max time: 68
Max memory: 78
test01: Accepted. Time: 0.068s
test02: Accepted. Time: 0.016s
test03: Accepted. Time: 0.016s
test04: Accepted. Time: 0.015s
test05: Accepted. Time: 0.016s
test06: Accepted. Time: 0.016s
test07: Accepted. Time: 0.015s
test08: Accepted. Time: 0.016s
test09: Accepted. Time: 0.016s
test10: Accepted. Time: 0.016s
