5.0
Max time: 1005
Max memory: 77
test01: Accepted. Time: 0.094s
test02: Accepted. Time: 0.095s
test03: Accepted. Time: 0.102s
test04: Accepted. Time: 0.098s
test05: Accepted. Time: 0.093s
test06: Accepted. Time: 0.088s
test07: Accepted. Time: 0.089s
test08: Accepted. Time: 0.093s
test09: Accepted. Time: 0.116s
test10: Accepted. Time: 0.097s
test11: Time Limit Exceeded
