5.0
Max time: 1005
Max memory: 92
test01: Accepted. Time: 0.348s
test02: Accepted. Time: 0.04s
test03: Accepted. Time: 0.04s
test04: Accepted. Time: 0.039s
test05: Accepted. Time: 0.044s
test06: Accepted. Time: 0.04s
test07: Accepted. Time: 0.048s
test08: Accepted. Time: 0.051s
test09: Accepted. Time: 0.051s
test10: Accepted. Time: 0.047s
test11: Time Limit Exceeded
