5.0
Max time: 1007
Max memory: 132
test01: Accepted. Time: 0.025s
test02: Accepted. Time: 0.021s
test03: Accepted. Time: 0.023s
test04: Accepted. Time: 0.026s
test05: Accepted. Time: 0.023s
test06: Accepted. Time: 0.021s
test07: Accepted. Time: 0.024s
test08: Accepted. Time: 0.023s
test09: Accepted. Time: 0.024s
test10: Accepted. Time: 0.028s
test11: Time Limit Exceeded
