10.0
Max time: 84
Max memory: 25
test01: Accepted. Time: 0.08s
test02: Accepted. Time: 0.084s
test03: Accepted. Time: 0.05s
test04: Accepted. Time: 0.055s
test05: Accepted. Time: 0.052s
test06: Accepted. Time: 0.054s
test07: Accepted. Time: 0.057s
test08: Accepted. Time: 0.05s
test09: Accepted. Time: 0.054s
test10: Accepted. Time: 0.053s
