9.5
Max time: 31
Max memory: 30
test01: Accepted. Time: 0.028s
test02: Accepted. Time: 0.022s
test03: Accepted. Time: 0.022s
test04: Accepted. Time: 0.022s
test05: Accepted. Time: 0.022s
test06: Accepted. Time: 0.022s
test07: Accepted. Time: 0.022s
test08: Accepted. Time: 0.021s
test09: Accepted. Time: 0.022s
test10: Accepted. Time: 0.022s
test11: Accepted. Time: 0.023s
test12: Accepted. Time: 0.022s
test13: Accepted. Time: 0.022s
test14: Accepted. Time: 0.022s
test15: Accepted. Time: 0.022s
test16: Accepted. Time: 0.022s
test17: Accepted. Time: 0.022s
test18: Accepted. Time: 0.022s
test19: Accepted. Time: 0.022s
test20: Wrong Answer. Time: 0.022s
